dataset,statistic_type,statistic_config,query_name,num_statistic_ids,build_window_size_sec,build_windows_per_probe_window,num_probe_tuples,num_probe_repetitions,probe_throughput_listener,probe_duration_s,build_throughput_listener,build_duration_s,executionMode,numberOfWorkerThreads,buffersInGlobalBufferManager,joinStrategy,bufferSizeInBytes,pageSize,enableLatency,issue
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, 'uint64')",EquiWidthHistogramBuild_100_0_100000_uint64,1,1,1,10,100000,1722500.0,68.92062616348267,545019.2125,218.2875199317932,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, 'uint64')",EquiWidthHistogramBuild_100_0_100000_uint64,1,1,1,10,100000,1248530.0,18.01352024078369,560271.540229885,214.03694224357605,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, 'uint64')",EquiWidthHistogramBuild_100_0_100000_uint64,1,1,1000,10,100000,-1,16.01358985900879,556114.0361445784,210.03274393081665,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, 'uint64')",EquiWidthHistogramBuild_100_0_100000_uint64,1,1,1000,10,100000,-1,16.267138242721558,565474.4935064935,214.02782559394836,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, 'uint64')",EquiWidthHistogramBuild_100_0_100000_uint64,1,1,1000,10,100000,-1,16.01469111442566,570765.1690140845,212.03273272514343,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, 'uint64')",EquiWidthHistogramBuild_100_0_100000_uint64,1,1,1,10,100000,1298266.6666666667,18.01543664932251,596531.1081081082,212.28695678710938,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, 'uint64')",EquiWidthHistogramBuild_100_0_100000_uint64,1,1,1,10,100000,1566666.6666666667,18.014662742614746,562574.0714285715,228.0514006614685,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, 'uint64')",EquiWidthHistogramBuild_100_0_100000_uint64,1,1,1,10,100000,1348000.0,18.01487684249878,603727.5542168674,214.0542335510254,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, 'uint64')",EquiWidthHistogramBuild_100_0_100000_uint64,1,1,1000,10,100000,-1,16.015089511871338,559431.217948718,224.30381417274475,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, 'uint64')",EquiWidthHistogramBuild_100_0_100000_uint64,1,1,1000,10,100000,-1,16.01470685005188,571223.9411764706,216.05986261367798,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(100, 0, 100000, 'uint64')",EquiWidthHistogramBuild_100_0_100000_uint64,1,1,1000,10,100000,-1,16.2668514251709,572698.4320987654,237.38201522827148,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,77967.54545454546,59.34735679626465,178280.83367556467,204.0425808429718,COMPILER,1,20000,HASH_JOIN,1048576,8192,False,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,80237.06060606061,34.01729345321655,175416.07707910752,206.04264450073242,COMPILER,1,20000,HASH_JOIN,1048576,8192,False,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,66.67413711547852,177291.45714285714,202.0442533493042,COMPILER,1,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,16.017863988876343,172366.64,212.04463529586792,COMPILER,1,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,16.013797521591187,174942.77484787017,214.3044958114624,COMPILER,1,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,77924.21212121213,59.60020732879639,176474.09979633402,204.30850529670715,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,77967.42424242424,84.67568635940552,177419.5163934426,206.31137490272522,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,77967.42424242424,59.60183024406433,173940.89738430583,233.39056968688965,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,16.016814470291138,174413.8606060606,202.30373358726501,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,16.018810510635376,170372.4750499002,226.3074517250061,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,16.020353078842163,172998.368,208.058087348938,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,150549.44444444444,24.265806913375854,343496.97382198955,247.36841225624084,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,161031.125,24.017573595046997,344275.58461538464,220.27969241142273,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,156097.55555555556,49.34994077682495,337546.685,218.03294205665588,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,16.015982151031494,343068.05025125627,220.2848401069641,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,16.26519465446472,339798.30412371136,226.04103112220764,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,16.267906665802002,342173.6683673469,224.0349564552307,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,147977.4,49.34974813461304,341231.6321243523,228.30438542366028,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,150549.44444444444,24.018999576568604,341868.51256281405,239.3853943347931,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,160535.88888888888,24.01534914970398,339155.02590673574,230.05710649490356,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,41.345813035964966,339435.3908629442,230.058908700943,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,16.26562213897705,338586.88324873097,218.30690383911133,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,41.34349203109741,343939.67346938775,224.317631483078,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,-1,41.34030199050903,517377.5869565217,263.6168866157532,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,buffer_exhaustion
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,-1,16.26756525039673,533736.9662921348,244.03885555267334,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,buffer_exhaustion
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,-1,37.59260010719299,547566.6744186047,236.02780771255493,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,buffer_exhaustion
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,16.016312837600708,494462.16279069765,238.03821110725403,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,41.34292817115784,564880.4096385542,230.0341935157776,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,41.59449553489685,529385.8777777777,288.69383811950684,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,-1,64.67744278907776,543745.3571428572,279.64354133605957,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,buffer_exhaustion
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,599190.0,20.27028727531433,509899.4222222222,248.0568926334381,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,buffer_exhaustion
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1,10,100000,-1,41.599337339401245,549797.011235955,246.04658961296082,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,buffer_exhaustion
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,16.020004987716675,556932.506849315,238.06953406333923,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,16.020294904708862,522963.93548387097,238.30494236946106,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,EquiWidthHistogram,"(1000, 0, 100000, 'uint64')",EquiWidthHistogramBuild_1000_0_100000_uint64,1,1,1000,10,100000,-1,16.266459703445435,539845.4901170213,238.06440043449402,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,-1,0.0,107101.9517601043,300.07075691223145,COMPILER,1,20000,HASH_JOIN,1048576,8192,False,build:timeout
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,319566.0,20.016222715377808,107853.94480946123,323.4000713825226,COMPILER,1,20000,HASH_JOIN,1048576,8192,False,ok
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,319566.0,45.343891620635986,107711.12827225131,298.0750606060028,COMPILER,1,20000,HASH_JOIN,1048576,8192,False,ok
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,16.018929481506348,107980.72941176471,292.05218029022217,COMPILER,1,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,0.0,104443.73818646233,300.320796251297,COMPILER,1,20000,HASH_JOIN,1048576,8192,False,build:timeout
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,0.0,105257.35096774194,300.3211205005646,COMPILER,1,20000,HASH_JOIN,1048576,8192,False,build:timeout
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,308955.3125,20.26888918876648,107790.30678851175,321.6668999195099,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,319566.0,20.268903493881226,107618.19245773733,336.72603964805603,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,-1,0.0,105416.40051347882,300.0857255458832,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,build:timeout
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,0.0,105483.94451612904,300.0960123538971,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,build:timeout
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,0.0,106248.80462724935,300.3181326389313,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,build:timeout
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,0.0,106319.36610608021,300.06533122062683,COMPILER,1,20000,HASH_JOIN,1048576,8192,True,build:timeout
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,973397.5,43.342753410339355,301744.5860655738,214.03611516952515,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,ok
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,1048296.25,18.01716423034668,292459.964,224.0422878265381,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,ok
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,1160750.0,68.91816926002502,300569.2658227848,220.03047895431519,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,ok
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,16.01336979866028,299060.8163265306,243.36998438835144,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,16.26563787460327,297191.1129032258,214.04658031463623,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,16.017430782318115,294836.82916666666,228.03954005241394,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,1137546.25,18.01484775543213,293705.7480620155,222.3049600124359,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,1010846.25,18.267269134521484,293208.6198347107,226.3089280128479,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,1010940.0,43.34950375556946,288971.9516129032,251.63362646102905,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,16.01799726486206,290579.40566412214,230.06002163887024,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,16.265901803970337,297879.45081967214,270.7183539867401,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,16.01734972000122,294521.32677165355,224.06022906303406,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,probe:no_measurements
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,2097500.0,36.49021911621094,663965.4977473684,152.28015756607056,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,buffer_exhaustion
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,1975500.0,18.016048192977905,620910.3061584159,234.03698420524597,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,ok
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,16.014703273773193,647304.9651603773,240.0354597568512,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,16.01295828819275,655698.7117075472,232.036554813385,COMPILER,16,20000,HASH_JOIN,1048576,8192,False,probe:no_measurements
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,1198397.5,43.597252368927,635565.2419215686,236.3099730014801,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,ok
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1,10,100000,1797500.0,43.34708261489868,658008.8542413793,152.29255151748657,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,buffer_exhaustion
ClusterMonitoring,CountMin,"(1, 100, 'uint64')",CountMinBuild_1_100_uint64,1,1,1000,10,100000,-1,16.017179012298584,731198.275,90.03217911720276,COMPILER,16,20000,HASH_JOIN,1048576,8192,True,buffer_exhaustion
ClusterMonitoring,CountMin,"(10, 10000, 'uint64')",CountMinBuild_10_10000_uint64,1,1,1,10,100000,-1,0.0,-1,12.020190238952637,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,build:crashed:-9
ClusterMonitoring,CountMin,"(10, 10000, 'uint64')",CountMinBuild_10_10000_uint64,1,1,1,10,100000,-1,0.0,-1,10.281887292861938,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,build:crashed:-9
ClusterMonitoring,CountMin,"(10, 10000, 'uint64')",CountMinBuild_10_10000_uint64,1,1,1,10,100000,-1,0.0,-1,35.369102001190186,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,build:crashed:-9
ClusterMonitoring,CountMin,"(10, 10000, 'uint64')",CountMinBuild_10_10000_uint64,1,1,1000,10,100000,-1,0.0,-1,10.027611255645752,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,build:crashed:-9
ClusterMonitoring,CountMin,"(10, 10000, 'uint64')",CountMinBuild_10_10000_uint64,1,1,1000,10,100000,-1,0.0,-1,60.93802332878113,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,build:crashed:-9
ClusterMonitoring,CountMin,"(10, 10000, 'uint64')",CountMinBuild_10_10000_uint64,1,1,1000,10,100000,-1,0.0,-1,60.69748640060425,COMPILER,4,20000,HASH_JOIN,1048576,8192,False,build:crashed:-9
ClusterMonitoring,CountMin,"(10, 10000, 'uint64')",CountMinBuild_10_10000_uint64,1,1,1,10,100000,-1,0.0,-1,35.35423183441162,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,build:crashed:-9
ClusterMonitoring,CountMin,"(10, 10000, 'uint64')",CountMinBuild_10_10000_uint64,1,1,1,10,100000,-1,0.0,-1,35.368263244628906,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,build:crashed:-9
ClusterMonitoring,CountMin,"(10, 10000, 'uint64')",CountMinBuild_10_10000_uint64,1,1,1,10,100000,-1,0.0,-1,37.35693168640137,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,build:crashed:-9
ClusterMonitoring,CountMin,"(10, 10000, 'uint64')",CountMinBuild_10_10000_uint64,1,1,1000,10,100000,-1,0.0,-1,37.36028456687927,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,build:crashed:-9
ClusterMonitoring,CountMin,"(10, 10000, 'uint64')",CountMinBuild_10_10000_uint64,1,1,1000,10,100000,-1,0.0,-1,35.609551668167114,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,build:crashed:-9
ClusterMonitoring,CountMin,"(10, 10000, 'uint64')",CountMinBuild_10_10000_uint64,1,1,1000,10,100000,-1,0.0,-1,10.041979789733887,COMPILER,4,20000,HASH_JOIN,1048576,8192,True,build:crashed:-9
